siteID,sampleID,namedLocation.x,collectDate.y,individualCount,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,decimalLatitude,decimalLongitude,elevation,nlcdClass,density,adultdensity
KONZ,KONZ_025.20180821,KONZ_025.tickPlot.tck,2018-08-21T14:49Z,2,160,Y,2,2,2084,39.103714,-96.597832,337.3,deciduousForest,13.05,0.0125
LENO,LENO_004.20170710,LENO_004.tickPlot.tck,2017-07-10T14:08Z,1,142,Y,1,0,0,31.822384,-88.181964,12.6,woodyWetlands,0.007042254,0.007042254
NOGP,NOGP_001.20170515,NOGP_001.tickPlot.tck,2017-05-15T16:54Z,1,167,Y,1,0,0,46.804811,-100.916048,530.7,grasslandHerbaceous,0.005988024,0.005988024
NOGP,NOGP_001.20170621,NOGP_001.tickPlot.tck,2017-06-21T16:15Z,2,160,Y,4,0,0,46.804811,-100.916048,530.7,grasslandHerbaceous,0.025,0.025
NOGP,NOGP_001.20170621,NOGP_001.tickPlot.tck,2017-06-21T16:15Z,2,160,Y,4,0,0,46.804811,-100.916048,530.7,grasslandHerbaceous,0.025,0.025
NOGP,NOGP_002.20160608,NOGP_002.tickPlot.tck,2016-06-08T17:16Z,2,160,Y,3,0,0,46.79746,-100.910668,544.6,grasslandHerbaceous,0.01875,0.01875
NOGP,NOGP_002.20160608,NOGP_002.tickPlot.tck,2016-06-08T17:16Z,1,160,Y,3,0,0,46.79746,-100.910668,544.6,grasslandHerbaceous,0.01875,0.01875
NOGP,NOGP_002.20170510,NOGP_002.tickPlot.tck,2017-05-10T17:26Z,2,160,Y,2,0,0,46.79746,-100.910668,544.6,grasslandHerbaceous,0.0125,0.0125
NOGP,NOGP_002.20170621,NOGP_002.tickPlot.tck,2017-06-21T17:00Z,2,160,Y,2,0,0,46.79746,-100.910668,544.6,grasslandHerbaceous,0.0125,0.0125
NOGP,NOGP_002.20170712,NOGP_002.tickPlot.tck,2017-07-12T18:05Z,1,160,Y,1,0,0,46.79746,-100.910668,544.6,grasslandHerbaceous,0.00625,0.00625
NOGP,NOGP_002.20180723,NOGP_002.tickPlot.tck,2018-07-23T18:46Z,1,160,Y,1,0,0,46.79746,-100.910668,544.6,grasslandHerbaceous,0.00625,0.00625
NOGP,NOGP_005.20170621,NOGP_005.tickPlot.tck,2017-06-21T18:03Z,1,160,Y,1,0,0,46.787576,-100.91683,564.6,grasslandHerbaceous,0.00625,0.00625
NOGP,NOGP_005.20170804,NOGP_005.tickPlot.tck,2017-08-04T18:16Z,1,160,Y,1,0,0,46.787576,-100.91683,564.6,grasslandHerbaceous,0.00625,0.00625
NOGP,NOGP_005.20180523,NOGP_005.tickPlot.tck,2018-05-23T18:31Z,1,160,Y,1,0,0,46.787576,-100.91683,564.6,grasslandHerbaceous,0.00625,0.00625
NOGP,NOGP_006.20180704,NOGP_006.tickPlot.tck,2018-07-04T20:25Z,1,160,Y,1,0,0,46.768522,-100.918874,588.6,grasslandHerbaceous,0.00625,0.00625
NOGP,NOGP_007.20180523,NOGP_007.tickPlot.tck,2018-05-23T20:26Z,1,160,Y,1,0,0,46.813251,-100.903783,527.7,grasslandHerbaceous,0.00625,0.00625
NOGP,NOGP_007.20180613,NOGP_007.tickPlot.tck,2018-06-13T19:43Z,1,160,Y,1,0,0,46.813251,-100.903783,527.7,grasslandHerbaceous,0.00625,0.00625
NOGP,NOGP_008.20180723,NOGP_008.tickPlot.tck,2018-07-23T21:06Z,1,165,Y,1,0,0,46.7835,-100.905977,562,grasslandHerbaceous,0.006060606,0.006060606
OAES,OAES_003.20160719,OAES_003.tickPlot.tck,2016-07-19T15:21Z,1,175,Y,1,0,0,35.412134,-99.068027,512.2,grasslandHerbaceous,0.005714286,0.005714286
OAES,OAES_003.20170403,OAES_003.tickPlot.tck,2017-04-03T22:40Z,1,170,Y,1,0,0,35.412134,-99.068027,512.2,grasslandHerbaceous,0.005882353,0.005882353
OAES,OAES_003.20170418,OAES_003.tickPlot.tck,2017-04-18T16:35Z,2,175,Y,2,0,0,35.412134,-99.068027,512.2,grasslandHerbaceous,0.011428571,0.011428571
OAES,OAES_003.20170530,OAES_003.tickPlot.tck,2017-05-30T21:09Z,1,160,Y,1,0,0,35.412134,-99.068027,512.2,grasslandHerbaceous,0.00625,0.00625
OAES,OAES_003.20170620,OAES_003.tickPlot.tck,2017-06-20T15:16Z,1,171,Y,1,0,0,35.412134,-99.068027,512.2,grasslandHerbaceous,0.005847953,0.005847953
OAES,OAES_003.20170711,OAES_003.tickPlot.tck,2017-07-11T16:20Z,1,158,Y,1,0,0,35.412134,-99.068027,512.2,grasslandHerbaceous,0.006329114,0.006329114
OAES,OAES_003.20180424,OAES_003.tickPlot.tck,2018-04-24T15:57Z,2,160,Y,2,0,0,35.412134,-99.068027,512.2,grasslandHerbaceous,0.0125,0.0125
OAES,OAES_003.20180807,OAES_003.tickPlot.tck,2018-08-07T14:29Z,1,142,Y,1,0,0,35.412134,-99.068027,512.2,grasslandHerbaceous,0.007042254,0.007042254
OAES,OAES_004.20160316,OAES_004.tickPlot.tck,2016-03-16T19:32Z,1,160,Y,2,0,0,35.411159,-99.084234,507.6,grasslandHerbaceous,0.0125,0.0125
OAES,OAES_004.20160316,OAES_004.tickPlot.tck,2016-03-16T19:32Z,1,160,Y,2,0,0,35.411159,-99.084234,507.6,grasslandHerbaceous,0.0125,0.0125
OAES,OAES_004.20160426,OAES_004.tickPlot.tck,2016-04-26T21:31Z,1,160,Y,2,0,0,35.411159,-99.084234,507.6,grasslandHerbaceous,0.0125,0.0125
OAES,OAES_004.20160426,OAES_004.tickPlot.tck,2016-04-26T21:31Z,1,160,Y,2,0,0,35.411159,-99.084234,507.6,grasslandHerbaceous,0.0125,0.0125
OAES,OAES_004.20160524,OAES_004.tickPlot.tck,2016-05-24T14:39Z,1,161,Y,1,0,0,35.411159,-99.084234,507.6,grasslandHerbaceous,0.00621118,0.00621118
OAES,OAES_004.20160607,OAES_004.tickPlot.tck,2016-06-07T16:30Z,1,160,Y,1,0,0,35.411159,-99.084234,507.6,grasslandHerbaceous,0.00625,0.00625
OAES,OAES_004.20170403,OAES_004.tickPlot.tck,2017-04-04T00:05Z,2,160,Y,2,0,0,35.411159,-99.084234,507.6,grasslandHerbaceous,0.0125,0.0125
OAES,OAES_004.20170418,OAES_004.tickPlot.tck,2017-04-18T17:40Z,3,160,Y,4,0,0,35.411159,-99.084234,507.6,grasslandHerbaceous,0.025,0.025
OAES,OAES_004.20170418,OAES_004.tickPlot.tck,2017-04-18T17:40Z,3,160,Y,4,0,0,35.411159,-99.084234,507.6,grasslandHerbaceous,0.025,0.025
OAES,OAES_004.20170509,OAES_004.tickPlot.tck,2017-05-09T17:03Z,1,160,Y,1,0,0,35.411159,-99.084234,507.6,grasslandHerbaceous,0.00625,0.00625
OAES,OAES_004.20170711,OAES_004.tickPlot.tck,2017-07-11T14:45Z,1,160,Y,1,0,0,35.411159,-99.084234,507.6,grasslandHerbaceous,0.00625,0.00625
OAES,OAES_004.20170808,OAES_004.tickPlot.tck,2017-08-08T13:40Z,1,160,Y,1,0,0,35.411159,-99.084234,507.6,grasslandHerbaceous,0.00625,0.00625
OAES,OAES_004.20180424,OAES_004.tickPlot.tck,2018-04-24T17:05Z,2,160,Y,5,0,0,35.411159,-99.084234,507.6,grasslandHerbaceous,0.03125,0.03125
OAES,OAES_004.20180424,OAES_004.tickPlot.tck,2018-04-24T17:05Z,3,160,Y,5,0,0,35.411159,-99.084234,507.6,grasslandHerbaceous,0.03125,0.03125
OAES,OAES_004.20180515,OAES_004.tickPlot.tck,2018-05-15T21:27Z,2,160,Y,2,0,0,35.411159,-99.084234,507.6,grasslandHerbaceous,0.0125,0.0125
OAES,OAES_004.20180605,OAES_004.tickPlot.tck,2018-06-05T15:26Z,1,160,Y,1,0,0,35.411159,-99.084234,507.6,grasslandHerbaceous,0.00625,0.00625
OAES,OAES_004.20180626,OAES_004.tickPlot.tck,2018-06-26T13:23Z,1,160,Y,2,0,0,35.411159,-99.084234,507.6,grasslandHerbaceous,0.0125,0.0125
OAES,OAES_004.20180717,OAES_004.tickPlot.tck,2018-07-17T15:02Z,1,160,Y,0,1,0,35.411159,-99.084234,507.6,grasslandHerbaceous,0.00625,0
OAES,OAES_004.20180807,OAES_004.tickPlot.tck,2018-08-07T15:50Z,1,148,Y,1,0,0,35.411159,-99.084234,507.6,grasslandHerbaceous,0.006756757,0.006756757
OAES,OAES_005.20160719,OAES_005.tickPlot.tck,2016-07-19T12:40Z,1,160,Y,1,0,0,35.402926,-99.080346,509.4,grasslandHerbaceous,0.00625,0.00625
OAES,OAES_005.20170403,OAES_005.tickPlot.tck,2017-04-03T23:24Z,1,160,Y,1,0,0,35.402926,-99.080346,509.4,grasslandHerbaceous,0.00625,0.00625
OAES,OAES_005.20170711,OAES_005.tickPlot.tck,2017-07-11T13:55Z,1,160,Y,1,0,0,35.402926,-99.080346,509.4,grasslandHerbaceous,0.00625,0.00625
OAES,OAES_005.20180424,OAES_005.tickPlot.tck,2018-04-24T17:41Z,1,160,Y,1,0,0,35.402926,-99.080346,509.4,grasslandHerbaceous,0.00625,0.00625
OAES,OAES_005.20180515,OAES_005.tickPlot.tck,2018-05-15T20:53Z,1,160,Y,1,0,0,35.402926,-99.080346,509.4,grasslandHerbaceous,0.00625,0.00625
OAES,OAES_005.20180605,OAES_005.tickPlot.tck,2018-06-05T16:04Z,2,160,Y,3,0,0,35.402926,-99.080346,509.4,grasslandHerbaceous,0.01875,0.01875
OAES,OAES_005.20180605,OAES_005.tickPlot.tck,2018-06-05T16:04Z,1,160,Y,3,0,0,35.402926,-99.080346,509.4,grasslandHerbaceous,0.01875,0.01875
OAES,OAES_005.20180626,OAES_005.tickPlot.tck,2018-06-26T12:16Z,1,155,Y,1,0,0,35.402926,-99.080346,509.4,grasslandHerbaceous,0.006451613,0.006451613
OAES,OAES_007.20160607,OAES_007.tickPlot.tck,2016-06-07T14:12Z,1,160,Y,1,0,0,35.421328,-99.05721,521.6,shrubScrub,0.00625,0.00625
OAES,OAES_007.20160809,OAES_007.tickPlot.tck,2016-08-09T16:16Z,1,164,Y,1,0,0,35.421328,-99.05721,521.6,shrubScrub,0.006097561,0.006097561
OAES,OAES_007.20170418,OAES_007.tickPlot.tck,2017-04-18T15:50Z,1,150,Y,1,0,0,35.421328,-99.05721,521.6,shrubScrub,0.006666667,0.006666667
OAES,OAES_007.20170530,OAES_007.tickPlot.tck,2017-05-30T20:21Z,1,160,Y,1,0,0,35.421328,-99.05721,521.6,shrubScrub,0.00625,0.00625
OAES,OAES_007.20170828,OAES_007.tickPlot.tck,2017-08-28T20:51Z,1,160,Y,1,0,0,35.421328,-99.05721,521.6,shrubScrub,0.00625,0.00625
OAES,OAES_007.20180424,OAES_007.tickPlot.tck,2018-04-24T15:19Z,1,160,Y,2,0,0,35.421328,-99.05721,521.6,shrubScrub,0.0125,0.0125
OAES,OAES_007.20180424,OAES_007.tickPlot.tck,2018-04-24T15:19Z,1,160,Y,2,0,0,35.421328,-99.05721,521.6,shrubScrub,0.0125,0.0125
OAES,OAES_007.20180605,OAES_007.tickPlot.tck,2018-06-05T13:26Z,1,160,Y,1,1,0,35.421328,-99.05721,521.6,shrubScrub,0.0125,0.00625
OAES,OAES_007.20180626,OAES_007.tickPlot.tck,2018-06-26T17:07Z,2,155,Y,2,0,0,35.421328,-99.05721,521.6,shrubScrub,0.012903226,0.012903226
OAES,OAES_008.20160809,OAES_008.tickPlot.tck,2016-08-09T14:39Z,1,160,Y,1,0,0,35.394019,-99.063159,492.6,grasslandHerbaceous,0.00625,0.00625
OAES,OAES_008.20170403,OAES_008.tickPlot.tck,2017-04-03T20:27Z,1,150,Y,1,0,0,35.394019,-99.063159,492.6,grasslandHerbaceous,0.006666667,0.006666667
OAES,OAES_008.20170418,OAES_008.tickPlot.tck,2017-04-18T15:00Z,2,150,Y,2,0,0,35.394019,-99.063159,492.6,grasslandHerbaceous,0.013333333,0.013333333
OAES,OAES_008.20170530,OAES_008.tickPlot.tck,2017-05-30T19:42Z,1,160,Y,1,0,0,35.394019,-99.063159,492.6,grasslandHerbaceous,0.00625,0.00625
OAES,OAES_008.20170620,OAES_008.tickPlot.tck,2017-06-20T14:00Z,1,160,Y,1,0,0,35.394019,-99.063159,492.6,grasslandHerbaceous,0.00625,0.00625
OAES,OAES_008.20170808,OAES_008.tickPlot.tck,2017-08-08T16:14Z,1,160,Y,1,0,0,35.394019,-99.063159,492.6,grasslandHerbaceous,0.00625,0.00625
OAES,OAES_008.20180424,OAES_008.tickPlot.tck,2018-04-24T18:08Z,6,160,Y,13,0,0,35.394019,-99.063159,492.6,grasslandHerbaceous,0.08125,0.08125
OAES,OAES_008.20180424,OAES_008.tickPlot.tck,2018-04-24T18:08Z,7,160,Y,13,0,0,35.394019,-99.063159,492.6,grasslandHerbaceous,0.08125,0.08125
OAES,OAES_008.20180515,OAES_008.tickPlot.tck,2018-05-15T23:54Z,3,160,Y,4,0,0,35.394019,-99.063159,492.6,grasslandHerbaceous,0.025,0.025
OAES,OAES_021.20160405,OAES_021.tickPlot.tck,2016-04-05T20:42Z,1,144,Y,1,0,0,35.413211,-99.074301,501.7,shrubScrub,0.006944444,0.006944444
OAES,OAES_021.20170403,OAES_021.tickPlot.tck,2017-04-03T22:10Z,1,130,Y,1,0,0,35.413211,-99.074301,501.7,shrubScrub,0.007692308,0.007692308
OAES,OAES_021.20170418,OAES_021.tickPlot.tck,2017-04-18T17:00Z,2,120,Y,6,0,0,35.413211,-99.074301,501.7,shrubScrub,0.05,0.05
OAES,OAES_021.20170418,OAES_021.tickPlot.tck,2017-04-18T17:00Z,3,120,Y,6,0,0,35.413211,-99.074301,501.7,shrubScrub,0.05,0.05
OAES,OAES_021.20170509,OAES_021.tickPlot.tck,2017-05-09T15:50Z,2,136,Y,2,0,0,35.413211,-99.074301,501.7,shrubScrub,0.014705882,0.014705882
OAES,OAES_021.20170530,OAES_021.tickPlot.tck,2017-05-30T21:42Z,6,165,Y,10,0,0,35.413211,-99.074301,501.7,shrubScrub,0.060606061,0.060606061
OAES,OAES_021.20170530,OAES_021.tickPlot.tck,2017-05-30T21:42Z,4,165,Y,10,0,0,35.413211,-99.074301,501.7,shrubScrub,0.060606061,0.060606061
OAES,OAES_021.20170808,OAES_021.tickPlot.tck,2017-08-08T14:30Z,1,170,Y,1,0,0,35.413211,-99.074301,501.7,shrubScrub,0.005882353,0.005882353
OAES,OAES_021.20180312,OAES_021.tickPlot.tck,2018-03-12T21:41Z,1,120,Y,1,0,0,35.413211,-99.074301,501.7,shrubScrub,0.008333333,0.008333333
OAES,OAES_021.20180424,OAES_021.tickPlot.tck,2018-04-24T16:26Z,4,140,Y,8,0,0,35.413211,-99.074301,501.7,shrubScrub,0.057142857,0.057142857
OAES,OAES_021.20180424,OAES_021.tickPlot.tck,2018-04-24T16:26Z,3,140,Y,8,0,0,35.413211,-99.074301,501.7,shrubScrub,0.057142857,0.057142857
OAES,OAES_021.20180515,OAES_021.tickPlot.tck,2018-05-15T22:03Z,2,160,Y,5,0,0,35.413211,-99.074301,501.7,shrubScrub,0.03125,0.03125
OAES,OAES_021.20180626,OAES_021.tickPlot.tck,2018-06-26T14:13Z,1,135,Y,1,0,0,35.413211,-99.074301,501.7,shrubScrub,0.007407407,0.007407407
ORNL,ORNL_002.20160418,ORNL_002.tickPlot.tck,2016-04-18T13:05Z,1,161,Y,2,2,0,35.983081,-84.211655,334.7,deciduousForest,0.02484472,0.01242236
ORNL,ORNL_002.20170703,ORNL_002.tickPlot.tck,2017-07-03T13:55Z,1,163,Y,2,32,151,35.983081,-84.211655,334.7,deciduousForest,1.134969325,0.012269939
ORNL,ORNL_002.20180806,ORNL_002.tickPlot.tck,2018-08-06T17:36Z,1,160,Y,1,191,94,35.983081,-84.211655,334.7,deciduousForest,1.7875,0.00625
ORNL,ORNL_003.20140716,ORNL_003.tickPlot.tck,2014-07-16T15:00Z,1,165,Y,1,7,0,35.967016,-84.229854,270.6,deciduousForest,0.048484848,0.006060606
ORNL,ORNL_003.20180620,ORNL_003.tickPlot.tck,2018-06-20T12:52Z,1,158,Y,6,16,117,35.967016,-84.229854,270.6,deciduousForest,0.879746835,0.037974684
ORNL,ORNL_007.20140626,ORNL_007.tickPlot.tck,2014-06-26T19:20Z,1,160,Y,3,17,84,35.925842,-84.328415,277.7,deciduousForest,0.65,0.01875
ORNL,ORNL_008.20160623,ORNL_008.tickPlot.tck,2016-06-23T16:15Z,1,160,Y,1,9,0,35.933531,-84.334026,321.7,deciduousForest,0.0625,0.00625
ORNL,ORNL_008.20180507,ORNL_008.tickPlot.tck,2018-05-07T14:13Z,1,161,Y,6,10,0,35.933531,-84.334026,321.7,deciduousForest,0.099378882,0.037267081
ORNL,ORNL_008.20180806,ORNL_008.tickPlot.tck,2018-08-06T15:10Z,1,160,Y,1,29,1382,35.933531,-84.334026,321.7,deciduousForest,8.825,0.00625
ORNL,ORNL_009.20150709,ORNL_009.tickPlot.tck,2015-07-09T14:53Z,1,170,Y,1,6,5,35.974904,-84.226626,336.2,deciduousForest,0.070588235,0.005882353
ORNL,ORNL_040.20160713,ORNL_040.tickPlot.tck,2016-07-13T19:44Z,1,164,Y,0,1,266,35.975522,-84.305103,273.8,evergreenForest,1.62804878,0
ORNL,ORNL_040.20180712,ORNL_040.tickPlot.tck,2018-07-12T17:56Z,1,164,Y,1,6,70,35.975522,-84.305103,273.8,evergreenForest,0.469512195,0.006097561
OSBS,OSBS_001.20170511,OSBS_001.tickPlot.tck,2017-05-11T18:07Z,1,160,Y,8,1,0,29.704063,-82.008061,34.4,woodyWetlands,0.05625,0.05
OSBS,OSBS_001.20170824,OSBS_001.tickPlot.tck,2017-08-24T14:59Z,2,158,Y,4,17,429,29.704063,-82.008061,34.4,woodyWetlands,2.848101266,0.025316456
OSBS,OSBS_005.20140417,OSBS_005.tickPlot.tck,2014-04-17T21:07Z,1,160,Y,6,21,0,29.697923,-82.025623,36,woodyWetlands,0.16875,0.0375
OSBS,OSBS_022.20160531,OSBS_022.tickPlot.tck,2016-05-31T19:26Z,1,163,Y,3,5,0,29.688309,-81.961968,24.3,emergentHerbaceousWetlands,0.049079755,0.018404908
OSBS,OSBS_022.20170824,OSBS_022.tickPlot.tck,2017-08-24T16:00Z,2,150,Y,2,0,0,29.688309,-81.961968,24.3,emergentHerbaceousWetlands,0.013333333,0.013333333
RMNP,RMNP_002.20180627,RMNP_002.tickPlot.tck,2018-06-27T18:31Z,1,160,Y,1,1,0,40.196225,-105.473182,2637.7,evergreenForest,0.0125,0.00625
RMNP,RMNP_002.20180627,RMNP_002.tickPlot.tck,2018-06-27T18:31Z,1,160,Y,1,1,0,40.196225,-105.473182,2637.7,evergreenForest,0.0125,0.00625
SCBI,SCBI_002.20140611,SCBI_002.tickPlot.tck,2014-06-11T15:44Z,1,160,Y,2,18,0,38.893863,-78.1427,329,deciduousForest,0.125,0.0125
SCBI,SCBI_002.20160516,SCBI_002.tickPlot.tck,2016-05-16T17:42Z,1,167,Y,1,5,0,38.893863,-78.1427,329,deciduousForest,0.035928144,0.005988024
SCBI,SCBI_002.20160531,SCBI_002.tickPlot.tck,2016-05-31T14:40Z,1,160,Y,1,16,0,38.893863,-78.1427,329,deciduousForest,0.10625,0.00625
SCBI,SCBI_002.20170502,SCBI_002.tickPlot.tck,2017-05-02T17:21Z,1,160,Y,1,1,0,38.893863,-78.1427,329,deciduousForest,0.0125,0.00625
SCBI,SCBI_002.20180618,SCBI_002.tickPlot.tck,2018-06-18T14:05Z,2,161,Y,2,17,0,38.893863,-78.1427,329,deciduousForest,0.118012422,0.01242236
SCBI,SCBI_002.20180709,SCBI_002.tickPlot.tck,2018-07-09T18:04Z,1,160,Y,2,10,0,38.893863,-78.1427,329,deciduousForest,0.075,0.0125
SCBI,SCBI_002.20180709,SCBI_002.tickPlot.tck,2018-07-09T18:04Z,1,160,Y,2,10,0,38.893863,-78.1427,329,deciduousForest,0.075,0.0125
SCBI,SCBI_005.20160418,SCBI_005.tickPlot.tck,2016-04-18T18:30Z,3,153,Y,3,0,0,38.901865,-78.161944,261.6,deciduousForest,0.019607843,0.019607843
SCBI,SCBI_005.20160531,SCBI_005.tickPlot.tck,2016-05-31T16:32Z,2,155,Y,3,7,0,38.901865,-78.161944,261.6,deciduousForest,0.064516129,0.019354839
SCBI,SCBI_005.20160620,SCBI_005.tickPlot.tck,2016-06-20T17:56Z,1,141,Y,1,2,0,38.901865,-78.161944,261.6,deciduousForest,0.021276596,0.007092199
SCBI,SCBI_005.20160712,SCBI_005.tickPlot.tck,2016-07-12T16:47Z,1,142,Y,4,0,0,38.901865,-78.161944,261.6,deciduousForest,0.028169014,0.028169014
SCBI,SCBI_005.20160712,SCBI_005.tickPlot.tck,2016-07-12T16:47Z,3,142,Y,4,0,0,38.901865,-78.161944,261.6,deciduousForest,0.028169014,0.028169014
SCBI,SCBI_005.20160808,SCBI_005.tickPlot.tck,2016-08-08T18:30Z,1,133,Y,1,1,0,38.901865,-78.161944,261.6,deciduousForest,0.015037594,0.007518797
SCBI,SCBI_005.20170502,SCBI_005.tickPlot.tck,2017-05-02T15:20Z,1,140,Y,1,3,0,38.901865,-78.161944,261.6,deciduousForest,0.028571429,0.007142857
SCBI,SCBI_005.20170531,SCBI_005.tickPlot.tck,2017-05-31T20:52Z,1,145,Y,3,5,0,38.901865,-78.161944,261.6,deciduousForest,0.055172414,0.020689655
SCBI,SCBI_005.20170724,SCBI_005.tickPlot.tck,2017-07-24T19:15Z,1,150,Y,1,2,31,38.901865,-78.161944,261.6,deciduousForest,0.226666667,0.006666667
SCBI,SCBI_005.20180529,SCBI_005.tickPlot.tck,2018-05-29T14:51Z,1,114,Y,1,3,0,38.901865,-78.161944,261.6,deciduousForest,0.035087719,0.00877193
SCBI,SCBI_005.20180618,SCBI_005.tickPlot.tck,2018-06-18T15:55Z,1,144,Y,3,5,0,38.901865,-78.161944,261.6,deciduousForest,0.055555556,0.020833333
SCBI,SCBI_006.20140701,SCBI_006.tickPlot.tck,2014-07-01T12:59Z,2,162,Y,2,5,0,38.897079,-78.150277,277.5,pastureHay,0.043209877,0.012345679
SCBI,SCBI_006.20140725,SCBI_006.tickPlot.tck,2014-07-25T13:27Z,1,150,Y,3,1,0,38.897079,-78.150277,277.5,pastureHay,0.026666667,0.02
SCBI,SCBI_006.20140725,SCBI_006.tickPlot.tck,2014-07-25T13:27Z,1,150,Y,3,1,0,38.897079,-78.150277,277.5,pastureHay,0.026666667,0.02
SCBI,SCBI_006.20140725,SCBI_006.tickPlot.tck,2014-07-25T13:27Z,2,150,Y,3,1,0,38.897079,-78.150277,277.5,pastureHay,0.026666667,0.02
SCBI,SCBI_006.20150708,SCBI_006.tickPlot.tck,2015-07-08T18:40Z,1,160,Y,1,0,37,38.897079,-78.150277,277.5,pastureHay,0.2375,0.00625
SCBI,SCBI_006.20160328,SCBI_006.tickPlot.tck,2016-03-28T18:42Z,2,160,Y,2,0,0,38.897079,-78.150277,277.5,pastureHay,0.0125,0.0125
SCBI,SCBI_006.20160418,SCBI_006.tickPlot.tck,2016-04-18T14:25Z,1,161,Y,1,0,0,38.897079,-78.150277,277.5,pastureHay,0.00621118,0.00621118
SCBI,SCBI_006.20160531,SCBI_006.tickPlot.tck,2016-05-31T15:35Z,1,160,Y,2,0,0,38.897079,-78.150277,277.5,pastureHay,0.0125,0.0125
SCBI,SCBI_006.20160531,SCBI_006.tickPlot.tck,2016-05-31T15:35Z,1,160,Y,2,0,0,38.897079,-78.150277,277.5,pastureHay,0.0125,0.0125
SCBI,SCBI_006.20160711,SCBI_006.tickPlot.tck,2016-07-11T18:35Z,2,160,Y,3,2,0,38.897079,-78.150277,277.5,pastureHay,0.03125,0.01875
SCBI,SCBI_006.20160711,SCBI_006.tickPlot.tck,2016-07-11T18:35Z,1,160,Y,3,2,0,38.897079,-78.150277,277.5,pastureHay,0.03125,0.01875
SCBI,SCBI_006.20160801,SCBI_006.tickPlot.tck,2016-08-01T16:02Z,5,160,Y,5,0,0,38.897079,-78.150277,277.5,pastureHay,0.03125,0.03125
SCBI,SCBI_006.20170410,SCBI_006.tickPlot.tck,2017-04-10T13:52Z,1,160,Y,2,0,0,38.897079,-78.150277,277.5,pastureHay,0.0125,0.0125
SCBI,SCBI_006.20170502,SCBI_006.tickPlot.tck,2017-05-02T14:06Z,2,167,Y,2,2,0,38.897079,-78.150277,277.5,pastureHay,0.023952096,0.011976048
SCBI,SCBI_006.20170703,SCBI_006.tickPlot.tck,2017-07-03T15:13Z,2,160,Y,6,0,0,38.897079,-78.150277,277.5,pastureHay,0.0375,0.0375
SCBI,SCBI_006.20170703,SCBI_006.tickPlot.tck,2017-07-03T15:13Z,4,160,Y,6,0,0,38.897079,-78.150277,277.5,pastureHay,0.0375,0.0375
SCBI,SCBI_006.20170724,SCBI_006.tickPlot.tck,2017-07-24T17:48Z,1,160,Y,3,0,2,38.897079,-78.150277,277.5,pastureHay,0.03125,0.01875
SCBI,SCBI_006.20170724,SCBI_006.tickPlot.tck,2017-07-24T17:48Z,2,160,Y,3,0,2,38.897079,-78.150277,277.5,pastureHay,0.03125,0.01875
SCBI,SCBI_006.20170814,SCBI_006.tickPlot.tck,2017-08-14T14:49Z,1,160,Y,1,0,1,38.897079,-78.150277,277.5,pastureHay,0.0125,0.00625
SCBI,SCBI_006.20180417,SCBI_006.tickPlot.tck,2018-04-17T16:00Z,1,163,Y,1,0,0,38.897079,-78.150277,277.5,pastureHay,0.006134969,0.006134969
SCBI,SCBI_006.20180503,SCBI_006.tickPlot.tck,2018-05-03T13:10Z,4,160,Y,6,2,0,38.897079,-78.150277,277.5,pastureHay,0.05,0.0375
SCBI,SCBI_006.20180503,SCBI_006.tickPlot.tck,2018-05-03T13:10Z,3,160,Y,6,2,0,38.897079,-78.150277,277.5,pastureHay,0.05,0.0375
SCBI,SCBI_006.20180529,SCBI_006.tickPlot.tck,2018-05-29T18:13Z,1,160,Y,1,1,0,38.897079,-78.150277,277.5,pastureHay,0.0125,0.00625
SCBI,SCBI_006.20180618,SCBI_006.tickPlot.tck,2018-06-18T15:01Z,2,161,Y,4,6,0,38.897079,-78.150277,277.5,pastureHay,0.062111801,0.02484472
SCBI,SCBI_006.20180618,SCBI_006.tickPlot.tck,2018-06-18T15:01Z,1,161,Y,4,6,0,38.897079,-78.150277,277.5,pastureHay,0.062111801,0.02484472
SCBI,SCBI_007.20140610,SCBI_007.tickPlot.tck,2014-06-10T20:02Z,2,180,Y,3,36,2,38.886022,-78.129368,427.4,deciduousForest,0.227777778,0.016666667
SCBI,SCBI_007.20140610,SCBI_007.tickPlot.tck,2014-06-10T20:02Z,1,180,Y,3,36,2,38.886022,-78.129368,427.4,deciduousForest,0.227777778,0.016666667
SCBI,SCBI_007.20160418,SCBI_007.tickPlot.tck,2016-04-18T16:42Z,1,145,Y,1,0,0,38.886022,-78.129368,427.4,deciduousForest,0.006896552,0.006896552
SCBI,SCBI_007.20160531,SCBI_007.tickPlot.tck,2016-05-31T13:33Z,1,148,Y,2,7,0,38.886022,-78.129368,427.4,deciduousForest,0.060810811,0.013513514
SCBI,SCBI_007.20160531,SCBI_007.tickPlot.tck,2016-05-31T13:33Z,1,148,Y,2,7,0,38.886022,-78.129368,427.4,deciduousForest,0.060810811,0.013513514
SCBI,SCBI_007.20160620,SCBI_007.tickPlot.tck,2016-06-20T13:16Z,1,130,Y,2,7,0,38.886022,-78.129368,427.4,deciduousForest,0.069230769,0.015384615
SCBI,SCBI_007.20160620,SCBI_007.tickPlot.tck,2016-06-20T13:16Z,1,130,Y,2,7,0,38.886022,-78.129368,427.4,deciduousForest,0.069230769,0.015384615
